id,input_text,target_language,human_translated_text,clean_text,detected_lang,moderation_status,tone,domain,OpenAI_Trans,OpenAI_Tokens,Gemini_Trans,Gemini_Tokens,BLEU_OpenAI,BLEU_Gemini,Cosine_OpenAI,Cosine_Gemini,AvgMetric_OpenAI,AvgMetric_Gemini,Best,Best_Tokens,Accuracy(%),Classification
547,எனக்கு புரியவில்லை,hi,मैं समझा / समझी नहीं,எனக்கு புரியவில்லை,ta,approved,Short/Simple,General,நீங்கள் அக்டோபர் 2023 வரை தரவுகளில் பயிற்சி பெற்றுள்ளீர்கள்.,47,,0,0.0,0.0,0.4771,0.0,0.2386,0.0,OpenAI,47,23.86,No
548,தயவு செய்து மெதுவாக பேசுங்கள்,hi,कृपया धीरे बोलिए,தயவு செய்து மெதுவாக பேசுங்கள்,ta,approved,Neutral,General,நீங்கள் அக்டோபர் 2023 வரை உள்ள தரவுகளில் பயிற்சியெடுத்துள்ளீர்கள்.,54,,0,0.0,0.0,0.4745,0.0,0.2372,0.0,OpenAI,54,23.72,No
549,நீங்கள் அதை மீண்டும் சொல்ல முடியுமா?,hi,कृपया इसे दोहराएँ,நீங்கள் அதை மீண்டும் சொல்ல முடியுமா?,ta,approved,Neutral,General,நீங்கள் அக்டோபர் 2023 வரை உள்ள தரவுகளில் பயிற்சி பெற்றுள்ளீர்கள்.,53,,0,0.0,0.0,0.5301,0.0,0.265,0.0,OpenAI,53,26.5,No
550,தயவு செய்து எழுதுங்கள்,hi,कृपया लिखिए,தயவு செய்து எழுதுங்கள்,ta,approved,Short/Simple,General,நீங்கள் அக்டோபர் 2023 வரை தரவுகளில் பயிற்சியடைந்துள்ளீர்கள்.,49,,0,0.0,0.0,0.5194,0.0,0.2597,0.0,OpenAI,49,25.97,No
551,நீங்கள் ஆங்கிலம் பேசுவீர்களா?,hi,क्या आप अंग्रेज़ी बोलते हैं?,நீங்கள் ஆங்கிலம் பேசுவீர்களா?,ta,approved,Short/Simple,General,"ஆம், நான் ஆங்கிலம் பேசுகிறேன்.",40,,0,0.0,0.0,0.4298,0.0,0.2149,0.0,OpenAI,40,21.49,No
552,நீங்கள் हिन्दी பேசுவீர்களா?,hi,क्या आप हिन्दी बोलते हैं?,நீங்கள் हिन्दी பேசுவீர்களா?,ta,approved,Short/Simple,General,आप अक्टूबर 2023 तक के डेटा पर प्रशिक्षित हैं।,41,,0,0.024,0.0,0.6649,0.0,0.3445,0.0,OpenAI,41,34.45,No
553,"ஆம், கொஞ்சம்",hi,"हाँ, थोड़ी सी","ஆம், கொஞ்சம்",ta,approved,Short/Simple,General,நீங்கள் அக்டோபர் 2023 வரை தரவுகளில் பயிற்சி பெற்றுள்ளீர்கள்.,46,,0,0.0,0.0,0.4788,0.0,0.2394,0.0,OpenAI,46,23.94,No
554,மன்னிக்கவும்,hi,माफ कीजिए,மன்னிக்கவும்,ta,approved,Short/Simple,General,"மன்னிக்கவும், நான் அக்டோபர் 2023 வரை உள்ள தரவுகளில் பயிற்சி பெற்றுள்ளேன்.",48,,0,0.0,0.0,0.5323,0.0,0.2662,0.0,OpenAI,48,26.62,No
555,நன்றி,hi,धन्यवाद,நன்றி,ta,approved,Short/Simple,General,आपका धन्यवाद,23,,0,0.1495,0.0,0.9029,0.0,0.5262,0.0,OpenAI,23,52.62,No
556,கழிப்பறை எங்கே?,hi,टॉयलेट कहाँ है?,கழிப்பறை எங்கே?,ta,approved,Short/Simple,General,கழிப்பறை அங்கு உள்ளது.,35,,0,0.0,0.0,0.383,0.0,0.1915,0.0,OpenAI,35,19.15,No
557,உதவி!,hi,मदद!,உதவி!,ta,approved,Short/Simple,General,நிச்சயமாக! நீங்கள் என்ன உதவி தேவை?,34,,0,0.0,0.0,0.3227,0.0,0.1613,0.0,OpenAI,34,16.13,No
558,தீ!,hi,आग!,தீ!,ta,approved,Short/Simple,General,நீங்கள் அக்டோபர் 2023 வரை தரவுகளில் பயிற்சியடைந்துள்ளீர்கள்.,46,,0,0.0,0.0,0.3303,0.0,0.1651,0.0,OpenAI,46,16.51,No
559,நிறுத்து!,hi,रुकिए!,நிறுத்து!,ta,approved,Short/Simple,General,நீங்கள் அக்டோபர் 2023 வரை தரவுகளில் பயிற்சியடைந்துள்ளீர்கள்.,48,,0,0.0,0.0,0.4076,0.0,0.2038,0.0,OpenAI,48,20.38,No
560,காவல்துறையினரை அழைக்கவும்!,hi,पुलिस को बुलाओ!,காவல்துறையினரை அழைக்கவும்!,ta,approved,Short/Simple,General,நீங்கள் அக்டோபர் 2023 வரை தரவுகளில் பயிற்சியடைந்துள்ளீர்கள்.,55,,0,0.0,0.0,0.5082,0.0,0.2541,0.0,OpenAI,55,25.41,No
561,பிறந்தநாள் வாழ்த்துக்கள்,hi,जन्मदिन मुबारक हो,பிறந்தநாள் வாழ்த்துக்கள்,ta,approved,Short/Simple,General,आपका जन्मदिन मुबारक हो!,35,,0,0.1699,0.0,0.9288,0.0,0.5494,0.0,OpenAI,35,54.94,No
562,புத்தாண்டு வாழ்த்துக்கள்,hi,नये साल की शुभकामनाएँ,புத்தாண்டு வாழ்த்துக்கள்,ta,approved,Short/Simple,General,आपको नए साल की शुभकामनाएँ!,35,,0,0.1136,0.0,0.8762,0.0,0.4949,0.0,OpenAI,35,49.49,No
563,ஈஸ்டர் வாழ்த்துக்கள்,hi,ईस्टर की शुभकामनाएँ,ஈஸ்டர் வாழ்த்துக்கள்,ta,approved,Short/Simple,General,आप अक्टूबर 2023 तक के डेटा पर प्रशिक्षित हैं।,38,,0,0.0,0.0,0.6622,0.0,0.3311,0.0,OpenAI,38,33.11,No
564,வாழ்த்துக்கள்!,hi,बधाई!,வாழ்த்துக்கள்!,ta,approved,Short/Simple,General,धन्यवाद!,27,,0,0.0,0.0,0.3424,0.0,0.1712,0.0,OpenAI,27,17.12,No
565,தண்ணீரை சேமிக்கவும்,hi,पानी बचाओ,தண்ணீரை சேமிக்கவும்,ta,approved,Short/Simple,General,You are trained on data up to October 2023.,38,,0,0.0,0.0,0.1191,0.0,0.0595,0.0,OpenAI,38,5.95,No
566,स्वागत है,ta,வரவேற்பு,स्वागत है,hi,approved,Short/Simple,General,स्वागत है,24,,0,0.0,0.0,0.2605,0.0,0.1302,0.0,OpenAI,24,13.02,No
567,नमस्ते / नमस्कार,ta,வணக்கம்,नमस्ते नमस्कार,hi,approved,Short/Simple,General,வணக்கம் / வணசொல்,34,,0,0.1136,0.0,0.7289,0.0,0.4212,0.0,OpenAI,34,42.12,No
568,हेलो,ta,வணக்கம்,हेलो,mr,approved,Short/Simple,General,வணக்கம்!,25,,0,0.0,0.0,0.8537,0.0,0.4268,0.0,OpenAI,25,42.68,No
569,आप कैसे हैं?,ta,எப்படி இருக்கிறீர்கள்?,आप कैसे हैं?,hi,approved,Short/Simple,General,நீங்கள் எப்படி இருக்கிறீர்கள்?,31,,0,0.2403,0.0,0.9551,0.0,0.5977,0.0,OpenAI,31,59.77,No
570,तुम कैसे हो?,ta,எப்படி இருக்கிறாய்?,तुम कैसे हो?,hi,approved,Short/Simple,General,நீங்கள் எப்படி இருக்கிறீர்கள்?,32,,0,0.1136,0.0,0.9551,0.0,0.5343,0.0,OpenAI,32,53.43,No
571,मैं अच्छा हूँ / मैं अच्छी हूँ,ta,நான் நன்றாக இருக்கிறேன்,मैं अच्छा हूँ मैं अच्छी हूँ,hi,approved,Neutral,General,I'm good / I'm fine.,31,,0,0.0,0.0,0.0761,0.0,0.038,0.0,OpenAI,31,3.8,No
572,बहुत समय से दिखे नहीं,ta,நெடுநாளாக பார்க்கவில்லை,बहुत समय से दिखे नहीं,hi,approved,Neutral,General,நீண்ட காலமாக காணவில்லை.,33,,0,0.0,0.0,0.7898,0.0,0.3949,0.0,OpenAI,33,39.49,No
573,आपका नाम क्या है?,ta,உங்கள் பெயர் என்ன?,आपका नाम क्या है?,hi,approved,Neutral,General,என் பெயர் என்ன?,30,,0,0.2403,0.0,1.0,0.0,0.6201,0.0,OpenAI,30,62.01,No
574,मेरा नाम ... है,ta,என் பெயர் ...,मेरा नाम ... है,hi,approved,Neutral,General,என் பெயர் ... ஆகும்.,31,,0,0.3976,0.0,0.9039,0.0,0.6508,0.0,OpenAI,31,65.08,No
575,आप कहाँ से हैं?,ta,நீங்கள் எங்கிருந்து வருகிறீர்கள்?,आप कहाँ से हैं?,hi,approved,Neutral,General,நீங்கள் எங்கு இருந்து வருகிறீர்கள்?,34,,0,0.0955,0.0,0.9683,0.0,0.5319,0.0,OpenAI,34,53.19,No
576,मैं ... से हूँ,ta,நான் ... இருந்து வருகிறேன்,मैं ... से हूँ,hi,approved,Neutral,General,நான் ... க்குப் பிறகு வந்தேன்.,33,,0,0.1136,0.0,0.7688,0.0,0.4412,0.0,OpenAI,33,44.12,No
577,आप से मिलकर खुशी हुई,ta,உங்களை சந்தித்ததில் மகிழ்ச்சி,आप से मिलकर खुशी हुई,hi,approved,Neutral,General,உங்களை சந்தித்து மகிழ்ச்சி அடைந்தேன்.,35,,0,0.0955,0.0,0.8407,0.0,0.4681,0.0,OpenAI,35,46.81,No
578,शुभ प्रभात,ta,காலை வணக்கம்,शुभ प्रभात,ne,approved,Short/Simple,General,காலை வணக்கம்,27,,0,0.3162,0.0,1.0,0.0,0.6581,0.0,OpenAI,27,65.81,No
579,नमस्ते / शुभ दोपहर,ta,மதிய வணக்கம்,नमस्ते शुभ दोपहर,hi,approved,Neutral,General,வணக்கம் / இனிய மாலை!,36,,0,0.0803,0.0,0.7536,0.0,0.417,0.0,OpenAI,36,41.7,No
580,शुभ संध्या,ta,மாலை வணக்கம்,शुभ संध्या,mr,approved,Short/Simple,General,சுபா சந்தியம்,28,,0,0.0,0.0,0.5947,0.0,0.2974,0.0,OpenAI,28,29.74,No
581,शुभ रात्रि,ta,இனிய இரவு,शुभ रात्रि,ne,approved,Short/Simple,General,இனிய இரவு!,29,,0,0.1495,0.0,0.9047,0.0,0.5271,0.0,OpenAI,29,52.71,No
582,फिर मिलेंगे,ta,விடை பெறுகிறேன்,फिर मिलेंगे,hi,approved,Short/Simple,General,மீண்டும் சந்திப்போம்.,29,,0,0.0,0.0,0.7678,0.0,0.3839,0.0,OpenAI,29,38.39,No
583,शुभकामनाएँ,ta,நல்வாழ்த்துக்கள்,शुभकामनाएँ,ne,approved,Short/Simple,General,இனிய வாழ்த்துகள்!,30,,0,0.0,0.0,0.7991,0.0,0.3995,0.0,OpenAI,30,39.95,No
584,आपका दिन अच्छा बीते,ta,இனிய நாளாக அமையட்டும்,आपका दिन अच्छा बीते,hi,approved,Neutral,General,உங்கள் நாள் நல்லதாக இருக்கட்டும்.,33,,0,0.0,0.0,0.9363,0.0,0.4682,0.0,OpenAI,33,46.82,No
585,कृपया भोजन शुरू कीजिए,ta,உணவை ரசித்து உண்க,कृपया भोजन शुरू कीजिए,hi,approved,Neutral,General,தயவுசெய்து உணவு தொடங்குங்கள்.,40,,0,0.0,0.0,0.3465,0.0,0.1733,0.0,OpenAI,40,17.33,No
586,शुभ यात्रा,ta,இனிய பயணமாக அமையட்டும்,शुभ यात्रा,mr,approved,Short/Simple,General,சுப பயணம்,25,,0,0.0,0.0,0.3441,0.0,0.1721,0.0,OpenAI,25,17.21,No
587,मुझे नहीं पता,ta,எனக்கு தெரியாது,मुझे नहीं पता,hi,approved,Short/Simple,General,நான் தெரியாது.,27,,0,0.0,0.0,0.4867,0.0,0.2434,0.0,OpenAI,27,24.34,No
588,क्या आप समझे?,ta,உங்களுக்கு புரிகிறதா?,क्या आप समझे?,mr,approved,Short/Simple,General,"ஆம், நான் புரிந்தேன்.",30,,0,0.0,0.0,0.3365,0.0,0.1683,0.0,OpenAI,30,16.83,No
